ccid,r-time,r-time-decode,r-sts,r-val,r-spcl-val,gps-act,header,sim-operator,buffer,log-byte,driver_license_full,car_v,gsm_csq,gps-hdop,sattel,gps_speed,acc-on,ovr-spd,SOS-on,m-batt-low,m-batt-zro,turn-right,turn-left,crash-off,HA-off,HD-off,HC-off,gps-dist,lat,long,heading,imei,dvice-s/n,fw_ver,fuel-typ,fuel-lv,temper01,temper02
8966052503402407997F,21/12/2025 21:41,42:04.9,50,31,54925,A,undefined,D,0,,,28200,29,3,33,0,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020375,101.780276,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:41,41:04.7,50,31,54898,A,7E,D,1,,,28300,31,3,32,0,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020375,101.780276,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:40,41:05.7,50,31,54870,A,undefined,D,0,,,28200,31,3,32,0,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020375,101.780276,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:40,40:23.5,31,51908,64816,A,7E,D,0,,,28200,31,3,32,2,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020375,101.780276,209,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:40,40:22.8,32,31,54860,A,7E,D,0,,,28200,31,3,32,0,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020395,101.780295,223,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:40,40:19.8,31,51907,64813,A,7E,D,0,,,28200,31,3,32,2,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020395,101.780295,236,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:40,40:18.0,32,31,54858,A,7E,D,1,,,28200,31,3,32,0,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020421,101.780318,220,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:40,40:15.5,31,51905,64809,A,7E,D,1,,,28200,31,67,31,2,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020421,101.780318,208,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:40,40:16.8,32,31,54856,A,undefined,D,0,,,28300,31,3,31,0,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020451,101.780336,239,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:40,40:07.3,31,51902,64802,A,7E,D,0,,,28100,31,3,31,2,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020451,101.780336,33,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:40,40:04.5,30,51601,64799,A,7E,D,0,,,28200,31,3,31,6,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020435,101.780326,26,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:39,39:58.1,30,51601,64793,A,7E,D,1,,,28200,31,3,31,9,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.02036,101.78021,49,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:39,39:58.8,30,51601,64788,A,undefined,D,0,,,28200,31,3,31,7,1,0,0,0,0,0,0,1,1,1,1,14416.3,14.020253,101.780165,348,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:39,39:47.7,30,51601,64784,A,7E,D,0,,,28200,31,3,31,17,1,0,0,0,0,0,0,1,1,1,1,14415.3,14.020118,101.78015,32,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:39,39:18.8,30,51601,64757,A,7E,D,1,,,28200,31,3,32,63,1,0,0,0,0,0,0,1,1,1,1,14415.3,14.017203,101.776943,48,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:38,39:19.8,30,51601,64730,A,undefined,D,0,,,28200,31,3,31,63,1,0,0,0,0,0,0,1,1,1,1,14415.3,14.014035,101.773311,48,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:38,38:18.7,30,51601,64703,A,7E,D,0,,,28200,31,3,32,50,1,0,0,0,0,0,0,1,1,1,1,14414.4,14.011093,101.769913,48,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:37,37:48.6,30,51601,64676,A,7E,D,0,,,28200,31,3,32,56,1,0,0,0,0,0,0,1,1,1,1,14414.4,14.008651,101.767135,48,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:37,37:18.4,30,51601,64648,A,7E,D,0,,,28200,31,3,32,61,1,0,0,0,0,0,0,1,1,1,1,14413.4,14.005618,101.763586,42,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:37,37:15.9,30,51601,64646,A,7E,D,0,,,28200,31,3,32,61,1,0,0,0,0,0,0,1,1,1,1,14413.4,14.005241,101.763298,32,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:37,37:12.3,30,51601,64643,A,7E,D,0,,,28200,23,3,32,61,1,0,0,0,0,0,0,1,1,1,1,14413.4,14.004826,101.76308,23,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:37,37:09.5,30,51601,64640,A,7E,D,0,,,28200,23,3,31,63,1,0,0,0,0,0,0,1,1,1,1,14413.4,14.004381,101.762931,11,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:36,36:44.4,30,51601,64618,A,7E,D,0,,,28200,23,3,31,63,1,0,0,0,0,0,0,1,1,1,1,14412.3,14.00047,101.762643,359,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:36,36:42.6,30,51601,64613,A,7E,D,0,,,28200,23,3,31,67,1,0,0,0,0,0,0,1,1,1,1,14412.3,13.99966,101.76272,350,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:36,36:09.5,30,51601,64586,A,7E,D,0,,,28200,27,3,32,63,1,0,0,0,0,0,0,1,1,1,1,14412.3,13.995035,101.763713,352,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:36,36:05.4,30,51601,64582,A,7E,D,0,,,28200,27,3,32,63,1,0,0,0,0,0,0,1,1,1,1,14412.3,13.994393,101.763746,2,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:35,35:49.4,30,51601,64568,A,7E,D,0,,,28200,27,64,32,63,1,0,0,0,0,0,0,1,1,1,1,14412.3,13.991878,101.763178,12,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:35,35:26.5,30,51601,64547,A,7E,D,0,,,28200,27,65,31,59,1,0,0,0,0,0,0,1,1,1,1,14411.5,13.988251,101.762935,1,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:35,35:10.5,30,51601,64532,A,7E,D,0,,,28200,25,3,31,52,1,0,0,0,0,0,0,1,1,1,1,14411.5,13.985956,101.762725,10,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:34,34:59.7,30,51601,64522,A,7E,D,0,,,28200,25,65,31,35,1,0,0,0,0,0,0,1,1,1,1,14411.5,13.98476,101.762386,19,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:34,34:43.6,30,51601,64508,A,7E,D,0,,,28300,25,3,34,15,1,0,0,0,0,0,0,1,1,1,1,14411.4,13.983801,101.761956,29,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:34,34:36.6,32,31,54852,A,7E,D,0,,,28300,27,3,33,0,1,0,0,0,0,0,0,1,1,1,1,14411.4,13.983606,101.761841,30,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:34,34:13.7,50,31,54831,A,7E,D,0,,,28200,27,71,27,0,1,0,0,0,0,0,0,1,1,1,1,14411.4,13.983606,101.761841,0,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:33,33:59.8,31,51601,64468,A,7E,D,0,,,28200,27,3,33,6,1,0,0,0,0,0,0,1,1,1,1,14411.4,13.983606,101.761841,27,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:33,33:43.5,30,48682,64453,A,7E,D,0,,,28200,31,3,33,33,1,0,0,0,0,0,0,1,1,1,1,14410.3,13.982968,101.761453,34,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:33,33:34.6,30,48682,64445,A,7E,D,1,,,28200,31,3,33,61,1,0,0,0,0,0,0,1,1,1,1,14410.3,13.982098,101.76069,45,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:33,33:34.8,30,48682,64439,A,undefined,D,0,,,28200,31,3,33,67,1,0,0,0,0,0,0,1,1,1,1,14410.3,13.981363,101.759793,54,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:33,33:22.4,30,48682,64434,A,7E,D,0,,,28200,31,3,33,67,1,0,0,0,0,0,0,1,1,1,1,14410.3,13.98092,101.759065,63,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:33,33:11.6,30,48682,64424,A,7E,D,0,,,28200,30,57,34,67,1,0,0,0,0,0,0,1,1,1,1,14410.3,13.980283,101.757271,71,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:33,33:07.5,30,48682,64421,A,7E,D,0,,,28200,30,57,34,67,1,0,0,0,0,0,0,1,1,1,1,14410.3,13.980083,101.756601,73,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:32,32:40.3,30,48682,64396,A,7E,D,0,,,28200,30,57,34,69,1,0,0,0,0,0,0,1,1,1,1,14409.2,13.978718,101.751883,73,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:32,32:37.7,30,48682,64393,A,7E,D,0,,,28200,31,57,34,69,1,0,0,0,0,0,0,1,1,1,1,14409.2,13.978621,101.751545,73,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:32,32:07.7,30,48682,64366,A,7E,D,0,,,28200,31,57,34,67,1,0,0,0,0,0,0,1,1,1,1,14409.2,13.977166,101.746483,73,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:31,31:37.5,30,48682,64339,A,7E,D,0,,,28200,24,3,33,67,1,0,0,0,0,0,0,1,1,1,1,14408.1,13.975718,101.741506,73,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:31,31:31.9,30,48682,64333,A,7E,D,0,,,28200,24,3,33,67,1,0,0,0,0,0,0,1,1,1,1,14408.1,13.975355,101.740536,64,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:31,31:27.8,30,48682,64330,A,7E,D,0,,,28200,24,57,34,67,1,0,0,0,0,0,0,1,1,1,1,14408.1,13.975025,101.739943,55,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:31,31:25.6,30,48682,64328,A,7E,D,0,,,28200,24,57,34,65,1,0,0,0,0,0,0,1,1,1,1,14408.1,13.974825,101.73967,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:31,31:21.8,30,48682,64324,A,7E,D,0,,,28200,24,3,33,65,1,0,0,0,0,0,0,1,1,1,1,14408.1,13.974388,101.73916,45,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:31,31:13.9,30,48682,64317,A,7E,D,0,,,28200,25,64,32,67,1,0,0,0,0,0,0,1,1,1,1,14408.1,13.973345,101.738293,35,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:30,30:43.6,30,48682,64290,A,7E,D,0,,,28200,25,66,29,65,1,0,0,0,0,0,0,1,1,1,1,14408.1,13.969131,101.735221,35,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:30,30:43.8,30,48682,64263,A,undefined,D,0,,,28200,30,3,33,63,1,0,0,0,0,0,0,1,1,1,1,14407,13.964963,101.73219,35,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:29,29:47.9,30,48682,64239,A,7E,D,0,,,28200,26,57,33,63,1,0,0,0,0,0,0,1,1,1,1,14407,13.961525,101.729648,38,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:29,29:43.4,30,48682,64235,A,7E,D,0,,,28200,26,57,33,61,1,0,0,0,0,0,0,1,1,1,1,14407,13.96104,101.729215,42,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:29,29:25.7,30,48682,64218,A,7E,D,0,,,28200,26,57,33,50,1,0,0,0,0,0,0,1,1,1,1,14406.1,13.959173,101.727031,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:28,28:53.7,30,48682,64190,A,7E,D,0,,,28200,26,3,32,56,1,0,0,0,0,0,0,1,1,1,1,14406.1,13.95681,101.724066,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:28,28:54.8,30,48682,64163,A,undefined,D,0,,,28200,28,57,33,43,1,0,0,0,0,0,0,1,1,1,1,14405.1,13.953801,101.72023,52,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:28,28:20.1,30,48682,64160,A,7E,D,0,,,28200,28,57,33,46,1,0,0,0,0,0,0,1,1,1,1,14405.1,13.953533,101.719898,48,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:27,27:53.8,30,48682,64136,A,7E,D,0,,,28200,28,66,31,63,1,0,0,0,0,0,0,1,1,1,1,14405.1,13.950901,101.71669,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:27,27:23.9,30,48682,64109,A,7E,D,1,,,28200,23,3,32,61,1,0,0,0,0,0,0,1,1,1,1,14404.1,13.947956,101.71298,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:27,27:24.9,30,48682,64106,A,undefined,D,0,,,28200,23,3,32,59,1,0,0,0,0,0,0,1,1,1,1,14404.1,13.947665,101.712615,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:26,26:54.0,30,48682,64081,A,7E,D,0,,,28200,23,3,32,61,1,0,0,0,0,0,0,1,1,1,1,14404.1,13.945016,101.709266,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:26,26:40.4,30,48682,64069,A,7E,D,0,,,28200,23,3,32,59,1,0,0,0,0,0,0,1,1,1,1,14403.1,13.94366,101.707565,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:26,26:23.8,30,48682,64054,A,7E,D,1,,,28200,23,57,33,59,1,0,0,0,0,0,0,1,1,1,1,14403.1,13.942095,101.705616,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:25,25:53.6,30,48682,64027,A,7E,D,0,,,28200,26,3,32,59,1,0,0,0,0,0,0,1,1,1,1,14403.1,13.939448,101.702205,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:25,25:23.7,30,48682,63999,A,7E,D,0,,,28200,25,57,34,20,1,0,0,0,0,0,0,1,1,1,1,14402.6,13.937376,101.699556,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:24,24:54.0,30,48682,63972,A,7E,D,0,,,28200,25,3,33,37,1,0,0,0,0,0,0,1,1,1,1,14402.6,13.936275,101.698158,49,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:24,24:25.8,30,48682,63947,A,7E,D,1,,,28200,29,57,33,61,1,0,0,0,0,0,0,1,1,1,1,14401.7,13.933978,101.695265,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:24,24:27.0,30,48682,63945,A,undefined,D,0,,,28200,29,3,32,61,1,0,0,0,0,0,0,1,1,1,1,14401.7,13.933786,101.695018,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:23,23:53.5,30,48682,63918,A,7E,D,0,,,28200,22,56,34,54,1,0,0,0,0,0,0,1,1,1,1,14401.7,13.93131,101.691908,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:23,23:23.3,30,48682,63890,A,7E,D,1,,,28200,21,56,34,61,1,0,0,0,0,0,0,1,1,1,1,14400.7,13.928501,101.68837,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:22,23:23.9,30,48682,63863,A,undefined,D,0,,,28200,21,56,34,61,1,0,0,0,0,0,0,1,1,1,1,14400.7,13.925548,101.684711,46,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,511,0,0
8966052503402407997F,21/12/2025 21:22,22:42.3,30,48682,63853,A,7E,D,0,,,28200,31,3,32,59,1,0,0,0,0,0,0,1,1,1,1,14400.7,13.924296,101.683563,37,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,510,0,0
8966052503402407997F,21/12/2025 21:22,22:12.5,30,48682,63826,A,7E,D,0,,,28200,29,56,34,65,1,0,0,0,0,0,0,1,1,1,1,14399.6,13.92048,101.680595,39,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,509,0,0
8966052503402407997F,21/12/2025 21:22,22:03.7,30,48682,63818,A,7E,D,0,,,28200,29,56,34,61,1,0,0,0,0,0,0,1,1,1,1,14399.6,13.919441,101.679556,48,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,509,0,0
8966052503402407997F,21/12/2025 21:21,21:33.5,30,48682,63791,A,7E,D,1,,,28200,29,56,34,67,1,0,0,0,0,0,0,1,1,1,1,14398.5,13.916383,101.675663,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,509,0,0
8966052503402407997F,21/12/2025 21:21,21:33.1,30,48682,63790,A,7E,D,1,,,28200,29,56,34,69,1,0,0,0,0,0,0,1,1,1,1,14398.5,13.916278,101.675525,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,509,0,0
8966052503402407997F,21/12/2025 21:21,21:33.9,30,48682,63763,A,undefined,D,0,,,28200,31,56,34,65,1,0,0,0,0,0,0,1,1,1,1,14398.5,13.913261,101.67162,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,510,0,0
8966052503402407997F,21/12/2025 21:20,20:33.8,30,48682,63736,A,7E,D,0,,,28200,30,56,33,65,1,0,0,0,0,0,0,1,1,1,1,14397.4,13.91017,101.667611,51,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:20,20:28.0,30,48682,63731,A,7E,D,0,,,28200,30,56,33,65,1,0,0,0,0,0,0,1,1,1,1,14397.4,13.909538,101.666843,50,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:20,20:03.9,30,48682,63709,A,7E,D,0,,,28200,31,56,33,67,1,0,0,0,0,0,0,1,1,1,1,14397.4,13.907085,101.663673,52,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:19,19:53.5,30,48682,63700,A,7E,D,0,,,28200,31,56,33,65,1,0,0,0,0,0,0,1,1,1,1,14397.4,13.906206,101.662245,62,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:19,19:43.7,30,48682,63691,A,7E,D,0,,,28200,31,57,32,65,1,0,0,0,0,0,0,1,1,1,1,14397.4,13.90557,101.660691,71,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:19,19:40.8,30,48682,63688,A,7E,D,0,,,28200,31,56,33,65,1,0,0,0,0,0,0,1,1,1,1,14397.4,13.905426,101.660198,75,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:19,20:04.9,30,48682,63682,A,undefined,D,0,,,28200,31,56,33,65,1,0,0,0,0,0,0,1,1,1,1,14396.4,13.905185,101.659026,80,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:19,19:03.4,30,48682,63654,A,7E,D,0,,,28200,31,56,33,61,1,0,0,0,0,0,0,1,1,1,1,14396.4,13.904821,101.654146,86,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:18,18:33.9,30,48682,63627,A,7E,D,0,,,28200,31,54,34,63,1,0,0,0,0,0,0,1,1,1,1,14395.3,13.904526,101.649355,86,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:18,18:03.5,30,48682,63600,A,7E,D,0,,,28200,31,55,33,65,1,0,0,0,0,0,0,1,1,1,1,14395.3,13.904216,101.644536,86,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
8966052503402407997F,21/12/2025 21:17,17:33.6,30,48682,63573,A,7E,D,1,,,28200,27,54,34,65,1,0,0,0,0,0,0,1,1,1,1,14394.3,13.903888,101.639443,86,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:17,17:34.8,30,48682,63564,A,undefined,D,0,,,28200,27,54,34,65,1,0,0,0,0,0,0,1,1,1,1,14394.3,13.903908,101.637765,95,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:17,17:13.8,30,48682,63555,A,7E,D,0,,,28200,27,54,34,61,1,0,0,0,0,0,0,1,1,1,1,14394.3,13.904168,101.636146,104,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,511,0,0
8966052503402407997F,21/12/2025 21:16,16:44.7,30,48682,63528,A,7E,D,0,,,28200,30,55,33,63,1,0,0,0,0,0,0,1,1,1,1,14394.3,13.905901,101.631805,109,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,510,0,0
8966052503402407997F,21/12/2025 21:16,16:43.5,30,48682,63527,A,7E,D,0,,,28200,30,55,33,63,1,0,0,0,0,0,0,1,1,1,1,14394.3,13.905951,101.63165,107,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,510,0,0
8966052503402407997F,21/12/2025 21:16,16:34.3,30,48682,63519,A,7E,D,0,,,28200,30,55,33,61,1,0,0,0,0,0,0,1,1,1,1,14393.3,13.906288,101.63024,98,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,511,0,0
8966052503402407997F,21/12/2025 21:16,16:23.7,30,48682,63509,A,7E,D,0,,,28200,30,56,33,59,1,0,0,0,0,0,0,1,1,1,1,14393.3,13.906391,101.628495,89,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,511,0,0
8966052503402407997F,21/12/2025 21:15,15:57.4,30,48682,63486,A,7E,D,0,,,28200,31,55,33,57,1,0,0,0,0,0,0,1,1,1,1,14393.3,13.906,101.624583,80,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,510,0,0
8966052503402407997F,21/12/2025 21:15,15:45.3,30,48682,63475,A,7E,D,2,,,28200,31,55,33,59,1,0,0,0,0,0,0,1,1,1,1,14393.3,13.90556,101.622831,71,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,509,0,0
8966052503402407997F,21/12/2025 21:15,15:45.9,30,48682,63468,A,undefined,D,0,,,28200,30,55,33,61,1,0,0,0,0,0,0,1,1,1,1,14393.3,13.905091,101.621678,63,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,509,0,0
8966052503402407997F,21/12/2025 21:15,15:45.9,30,48682,63467,A,undefined,D,0,,,28200,30,55,33,61,1,0,0,0,0,0,0,1,1,1,1,14393.3,13.905023,101.621535,62,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,509,0,0
8966052503402407997F,21/12/2025 21:15,15:06.6,30,48682,63439,A,7E,D,0,,,28200,30,55,33,59,1,0,0,0,0,0,0,1,1,1,1,14392.3,13.902983,101.617381,61,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,511,0,0
8966052503402407997F,21/12/2025 21:14,14:36.8,30,48682,63412,A,7E,D,0,,,28200,27,56,32,63,1,0,0,0,0,0,0,1,1,1,1,14392.3,13.900895,101.613225,62,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:14,14:34.4,30,48682,63410,A,7E,D,1,,,28200,27,55,33,63,1,0,0,0,0,0,0,1,1,1,1,14392.3,13.900675,101.612788,62,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:14,14:34.9,30,48682,63385,A,undefined,D,0,,,28200,21,55,33,61,1,0,0,0,0,0,0,1,1,1,1,14391.3,13.898723,101.608871,64,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:13,13:57.5,30,48682,63377,A,7E,D,0,,,28200,21,55,33,63,1,0,0,0,0,0,0,1,1,1,1,14391.3,13.898218,101.607501,73,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,512,0,0
8966052503402407997F,21/12/2025 21:13,13:47.8,30,48682,63368,A,7E,D,0,,,28300,21,55,33,63,1,0,0,0,0,0,0,1,1,1,1,14391.3,13.897868,101.6059,82,8.68291E+14,55000145735,BSJ-EZ-FW:1.0,1,513,0,0
